index,x,y,z
254,401.5306955,310.6698453,64.67510472
255,409.3773692,340.5911427,-84.0444067
256,138.4263319,173.2873082,105.7650196
257,322.387862,181.1360291,5.817749947
258,268.7287568,419.4934319,-67.67157997
259,424.1668663,374.8818887,90.10385371
260,446.2153988,401.6411502,147.5591388
261,166.8227405,344.0668315,21.58493304
262,594.1519596,164.6403228,-97.72654647
263,266.9030851,246.7033281,11.31158649
264,313.2296139,143.8542668,-95.61763649
265,-15.22463663,347.582591,22.65038353
266,350.8309212,195.6514284,75.44801274
267,34.58527876,78.83011311,-197.6621895
268,235.6073095,261.3674294,71.55191781
269,194.7111894,362.5214218,-37.37612913
270,296.6123976,112.2919072,-56.22783484
271,267.9325948,237.4965719,-132.7333703
272,308.693986,194.5470138,-107.3501953
273,374.5932497,349.1096862,176.4648824
274,149.6033512,45.29209574,84.93461281
275,229.5594158,363.4981668,129.4694288
276,165.4564234,179.4903373,-85.73311832
277,157.9292783,234.0009523,179.8657461
278,443.268967,335.8603568,-6.660101594
279,123.1076913,397.8897175,-78.88263285
280,167.7906933,255.1323402,-107.8045165
281,469.4261545,177.5002287,-104.8354327
282,237.316413,196.8499808,-74.66430182
283,243.5551534,366.6091973,-89.38757017
284,290.0522223,161.5805318,90.42860206
285,129.5064697,282.8878184,260.116176
286,157.7930397,250.7438522,-24.70219082
287,188.3382165,325.9265348,-22.76920814
288,354.2221694,253.4139475,-185.7847741
289,317.1566562,206.6117929,-92.52617311
290,186.9753623,199.5909014,-162.0861239
291,236.648989,197.7205442,81.34467917
292,327.9438593,112.0535349,193.3419864
293,11.51445174,300.6047983,-108.1039366
294,280.2248265,270.995868,-20.30547763
295,325.7952819,103.38771,-24.8465943
296,158.156628,209.4374816,68.33924755
297,315.0125637,222.4498636,10.53104177
298,251.5000858,191.4583604,211.4453112
299,431.0697197,238.0116699,-74.91637761
300,197.6937249,239.30662,89.95550908
301,309.0893164,339.4354668,-59.52268962
302,103.0027069,249.5320231,-160.1871265
303,257.5200011,309.3633418,142.662163
304,331.5296533,110.9124571,187.3436835
305,197.4595333,143.8458045,40.99886979
306,361.9594533,112.6215559,-63.01065004
307,342.0194729,210.4266689,-113.8517382
308,264.3822468,255.5596891,56.06047919
309,222.8733352,416.7713347,-212.6789417
310,-58.39772065,167.0333328,87.17357414
311,185.1375885,334.9310307,-41.78841262
312,360.0807764,166.7706808,-43.9388883
313,222.659933,252.3895952,-107.3096082
314,295.1882762,234.77076,-143.7225657
315,203.6002336,157.6179445,-5.814447022
316,107.3131087,165.4407777,19.55121501
317,324.7871754,409.749278,-9.172775083
318,127.1675641,196.679193,109.4741975
319,223.7746271,349.8639152,5.990101901
320,286.4359168,317.867595,71.55774743
321,182.1751404,188.8936437,-146.8693026
322,407.036346,249.6609964,-44.18958842
323,447.2307469,262.0704391,148.3510333
324,169.0442933,298.6954338,97.16988235
325,172.9699073,209.4955072,33.36375904
326,206.149886,99.32047303,-37.85881135
327,365.3048353,179.9557922,-93.62257531
328,298.5933644,366.5564522,-52.9629687
329,325.0992201,246.8605466,63.74829476
330,381.5325846,207.920654,-198.281475
331,159.4440734,102.4901923,179.5035477
332,300.2739978,373.7075404,123.8833235
333,255.13164,229.2721827,121.5913846
334,293.009548,358.7496982,61.45964676
335,364.9143265,318.240371,10.795977
336,234.8294055,329.5255608,37.7791486
337,180.3251833,415.945107,-36.60511422
338,144.8898539,262.0905624,211.7775272
339,425.4184827,236.6514791,-13.84959963
340,245.7976146,406.3886492,-47.56616614
341,113.2150407,333.3973156,-26.54746268
342,388.2991308,179.5187642,-72.32235715
343,79.00682759,354.3360977,80.90392233
344,95.0083571,401.4990132,-51.90505085
345,218.4010834,20.00120119,-12.58487059
346,195.3159957,125.5503289,133.6342832
347,281.1932447,168.990995,107.0820884
348,57.36346751,322.3062318,-102.3823678
349,282.6073528,328.8892466,118.0759493
350,377.8408359,301.9538557,-141.6435044
351,151.8086643,337.6395061,-150.1152979
352,212.1634455,139.1803086,-32.65969297
353,169.8447629,129.3954005,29.29311412
354,282.038276,375.3141461,-22.46229614
355,142.4536106,260.3785784,43.89158541
356,129.9203782,370.8673054,-37.66540352
357,234.8893757,180.1413821,-205.9323052
358,283.7031776,144.3877311,-19.06392266
359,265.0488614,122.9134848,-152.0593073
360,206.0403839,330.1009577,0.314542167
361,316.8329417,363.200113,-125.287972
362,273.036522,304.1770579,51.73194872
363,133.0804699,201.6626862,135.4675509
364,-17.58595854,313.7138304,-172.9031727
365,302.1625964,310.9701287,-204.1879109
366,224.3423721,47.47644922,-30.0387927
367,139.0051664,214.9593177,112.9361165
368,412.5362921,277.9444725,15.59942874
369,411.4870573,360.805344,-42.66735685
370,377.3559787,241.4868075,-107.5776892
371,272.6187118,264.9041977,72.34838045
372,-66.43584303,243.2632997,153.7371929
373,367.5266761,276.5284156,-186.9376067
374,157.9445994,113.1209857,29.38024465
375,194.0841324,189.4548501,254.4900102
376,339.9219221,26.85541293,-60.56265309
377,453.181396,205.8045585,-19.07468754
378,404.1079843,299.567242,-3.460174129
379,267.2659584,170.7976662,-40.84940507
380,323.8953834,224.8473184,109.7067679
381,139.4275226,289.0703683,180.1547921
382,87.74071891,522.2532059,-170.4565062
383,357.997303,241.8378945,-93.43815214
384,282.2589106,321.9208109,124.6179073
385,105.1683579,231.3157487,60.0314743
386,245.2001931,285.596758,43.67155718
387,311.694814,247.1624798,69.65451292
388,340.6784879,207.7991465,9.612919641
389,312.8170642,229.7481831,48.11843692
390,213.6818963,374.7111591,-32.54371644
391,165.1667959,278.9146188,-22.80117047
392,261.7120534,130.3021414,-9.523608202
393,330.2140879,207.5761887,-40.7353651
394,340.5248258,160.8097013,46.8817004
395,408.0324991,342.7425369,29.76289115
396,253.5004305,174.0602627,-186.6166033
397,138.9718134,336.182847,-20.3278957
398,358.649828,347.6581308,2.071133373
399,258.2973169,264.4312411,153.01441
400,121.7300444,304.4428742,-28.67213556
401,312.3718429,199.8541535,9.644727207
402,391.1874054,334.9152478,-7.67639837
403,288.3027161,126.0239488,132.2179032
404,392.4075191,203.7316004,-119.4837253
405,201.5483837,219.23442,-78.49345693
406,177.2459829,348.6492832,-85.19014455
407,335.4523428,420.5246785,1.401172694
408,214.7246972,204.5046916,-149.3814133
409,370.5203749,240.326212,146.5154438
410,267.0766145,131.883287,41.55217068
411,371.870878,241.6880567,58.5392665
412,313.1269761,360.1497626,210.2302999
413,159.9945298,70.42310005,-34.40082428
414,50.84814145,251.848689,85.59788352
415,328.1938315,321.8023837,58.22835814
416,306.5150433,255.7042625,153.9403462
417,148.2035178,231.064756,69.12432832
418,329.8578085,337.6491304,-50.91727585
419,389.0610669,169.1250337,42.40036696
420,179.26824,172.0564749,-64.68006233
421,56.64704018,65.37679644,-46.71141049
422,347.0620838,282.5344416,-1.361121203
423,377.2421871,272.1152486,-18.57748479
424,176.6114687,192.6535463,-89.38925408
425,327.4004201,160.6344803,-226.9446769
426,283.1616732,245.2581154,29.64485826
427,239.0466318,259.6131898,36.76309752
428,308.0564425,130.2460834,36.37081182
429,199.7939901,55.40114932,190.595401
430,139.8659183,77.46197055,-153.6155984
431,290.5840062,104.6437729,155.3165086
432,276.8124613,129.4416795,249.2015282
433,-4.686566121,241.5991414,176.3780912
434,131.8848185,258.4888536,-34.93436769
435,182.7798443,233.2020383,45.30167087
436,302.4923057,285.8736662,-77.12193631
437,97.74006819,290.0802152,-67.6014184
438,218.037502,282.9935554,172.3311091
439,443.7667809,258.9115995,69.90792191
440,256.6794968,144.3620783,75.99597165
441,262.9090399,116.4944013,-112.2998547
442,243.8993665,193.7936685,-147.3296458
443,348.2054245,363.5415906,105.4741066
444,254.1734886,484.4211685,42.16732542
445,228.0100041,305.7220744,-29.83928527
446,265.2191699,285.7923974,173.6400299
447,382.5752214,356.6970994,59.32982522
448,290.2060277,401.3096634,-85.00805406
449,255.7477868,157.7781872,-193.807802
450,367.7595801,540.3033743,59.82417976
451,197.7825125,408.7914131,-46.94007835
452,-70.20582377,113.3516034,-13.88232993
453,294.7739316,150.1516793,-22.17191724
454,293.6081991,531.6907487,143.0858638
455,187.7775688,353.682933,84.27982602
456,223.1041432,190.281983,-9.625909768
457,375.7951258,257.9193699,-12.31840914
458,295.3935729,325.4102753,28.80805128
459,397.4664593,338.8711966,131.8052533
460,276.8558732,386.826449,8.295480991
461,234.6333444,274.2242957,-57.46077637
462,320.7796178,278.0446423,-120.4875563
463,286.8124004,213.6182838,-8.563946293
464,293.8761566,157.1041164,-119.8293124
465,226.9708242,152.4910729,34.14358684
466,192.8023954,235.6228338,45.30161999
467,196.5649995,284.4195333,119.0756541
468,301.9935258,104.4718776,-20.94462824
469,314.9485916,454.6322271,103.2337735
470,-12.86353729,180.43578,161.155453
471,176.7209883,164.2745966,7.372336558
472,90.94396413,247.1735109,223.5188225
473,200.1695839,13.00553311,143.6926653
474,189.6707025,286.1719233,-47.94019974
475,264.812439,150.9757767,294.4419758
476,268.5923394,57.79857362,-6.77054121
477,463.0378541,264.3451186,139.9569878
478,287.2872284,264.2171026,62.85164293
479,313.8526899,444.5257669,30.3396855
480,107.8098365,267.9626848,130.8837517
481,216.5206661,267.2187566,15.08481733
482,141.6684138,254.13045,-7.641974219
483,309.8556791,-7.841702937,-4.620302381
484,255.2138346,257.6824204,-114.3834345
485,215.8447539,245.1544692,106.6638436
486,345.6443934,235.5262124,-65.97448618
487,223.0709312,166.6174761,21.0136177
488,383.3965271,306.5048432,2.014890782
489,382.0647892,152.3368559,60.74098746
490,186.4347831,320.539708,-1.308981101
491,361.348992,288.8175977,-26.83683904
492,261.2687654,390.2368779,41.46643037
493,210.5950316,203.5979565,32.89447251
494,289.481558,383.7190469,-106.174576
495,91.2947364,271.2311364,-10.99559736
496,196.2089409,242.478929,126.9964709
497,291.7787813,164.6868988,245.7273306
498,220.5675466,289.5590497,-170.7541561
499,357.813593,202.3911493,82.773075
500,260.578309,828.3804106,166.8695619
501,190.8022122,746.5676144,12.85981464
502,207.2014762,697.4471196,-94.60670845
503,156.0253767,807.685424,-42.99505027
504,113.7747827,582.0370486,-40.32466021
505,288.52878,689.5483154,-91.98140151
506,428.3264173,671.2371399,-251.3346511
507,285.265898,874.4083852,23.12238339
508,267.1571732,612.2416494,3.366664979
509,187.6426267,842.9596097,191.3906218
510,156.9668963,788.741912,185.0410933
511,252.1803217,789.9641346,67.98245632
512,147.071156,703.2469147,56.268078
513,362.3095204,603.6763232,-82.96349707
514,192.2452363,800.0272714,18.86328047
515,165.6546921,838.5881264,-11.65343739
516,475.0677428,799.7151225,14.57746688
517,379.8860337,735.5968421,-76.89322923
518,130.4954534,636.2079049,41.91151719
519,161.7773345,687.6928525,-136.9342106
520,230.5105942,795.0241742,303.5493411
521,233.9103462,670.9903609,144.7067149
522,204.1212239,653.800447,132.722549
523,383.6739068,605.3390622,-127.5375334
524,271.0513382,803.5234739,-162.0709335
525,246.3081007,801.4202171,27.47710969
526,189.1932513,865.4154284,-30.44504938
527,144.8384358,535.5909216,184.7725954
528,187.5470616,867.1861273,62.77694786
529,162.4187617,861.3476259,-4.124210614
530,124.0657337,870.8650929,147.9883268
531,357.8043621,761.9616767,18.21266669
532,343.0142964,772.1790856,22.89963843
533,212.5374467,771.7110023,104.2121836
534,381.77113,658.6996148,-67.74977302
535,309.0276594,662.9483708,101.8694185
536,141.9536738,772.5746423,56.60279431
537,104.2072864,725.0891395,-92.07311139
538,280.6013202,821.6108547,195.8054095
539,297.6015761,714.3476915,-45.74694442
540,120.7257191,603.1307002,-163.4481701
541,197.4352366,607.7996119,-77.7587205
542,335.3142303,673.8731617,-103.5729561
543,407.0883788,822.6129325,19.56935033
544,258.4409607,698.0737232,162.2517772
545,255.6258471,779.8472598,24.86991553
546,204.8919913,582.7724694,158.5862701
547,398.7228669,766.2039044,106.6610955
548,305.588147,753.7782584,-266.6489632
549,165.891546,869.0203441,89.94690718
550,328.2115374,765.4243771,-58.09835717
551,179.9066667,826.2867079,51.27042547
552,154.8214438,944.5742946,-5.787611294
553,205.2793295,753.9900323,278.613747
554,163.9477648,903.3798812,43.60684468
555,159.5260175,762.3962068,58.38031182
556,110.0866354,696.5730899,107.8254043
557,180.1332636,739.1350496,-148.9113395
558,196.6974547,699.3324505,108.3457636
559,114.8652779,702.9419964,-21.56045761
560,304.0149552,692.6520453,-69.1450418
561,73.36137932,719.6648938,82.00309618
562,211.8847662,821.0747316,-148.8323224
563,316.1209258,579.8730173,93.89389108
564,363.2158394,778.7132156,-15.74852504
565,192.5248759,762.0226479,-10.01406549
566,351.3344869,888.4415077,-224.4204042
567,213.2535438,713.4329862,90.04204516
568,475.50819,863.1701573,24.76264873
569,104.0191836,664.010072,-46.71777325
570,149.3018805,704.5003548,-92.74381595
571,266.1037515,791.6656506,78.15811358
572,123.8643314,810.7768288,34.81827771
573,179.1954811,723.4834931,0.518342772
574,295.2902385,772.2842282,-98.82533111
575,269.1148072,733.5651223,30.27865892
576,246.4934863,829.1379594,24.32401002
577,247.5328914,735.3407883,131.58901
578,3.876068007,727.705655,-119.7448428
579,264.859735,849.1276277,-71.58321276
580,186.3997777,771.0255466,194.3613169
581,213.0295688,816.8327444,19.15429809
582,90.98261251,999.8567514,25.27293581
583,317.3187017,551.4802022,96.59587755
584,305.1815484,647.2534657,181.2376902
585,133.516522,657.2217804,-116.1853551
586,267.9404587,664.6430093,218.1834115
587,414.6434353,892.3133469,-4.364666079
588,264.0108294,483.2864105,26.3849496
589,48.57531924,798.1667326,6.006480498
590,192.9524292,596.7281866,149.7814014
591,262.6970473,752.557241,95.84581102
592,461.6117326,775.9398684,-14.49588809
593,129.0847792,840.6288749,-112.6918364
594,235.2604018,723.4474658,-24.28967221
595,143.2595072,732.6893653,-133.740712
596,337.9232346,545.049293,89.11144936
597,213.3686441,978.0142357,-67.84426452
598,-23.15593559,780.6427086,-10.24507246
599,210.6741433,793.878677,117.3164538
600,238.7903703,857.30356,80.7065524
601,288.7964974,743.2548734,38.31947441
602,268.1679827,792.3859741,-79.56381533
603,315.7228579,821.53472,48.51981872
604,237.6488106,602.5242977,-79.53157744
605,258.4633348,803.0631604,49.43539981
606,251.2208682,957.5166366,-130.7051095
607,208.486066,924.6833549,120.717
608,306.8166973,903.206441,19.95499355
609,334.6703321,941.052936,-1.277149789
610,245.6283145,624.0406816,39.11856955
611,200.832526,697.5125619,-11.54657881
612,141.748138,658.8568631,6.800669665
613,285.4943689,1099.511321,129.1298553
614,149.6481219,774.392277,105.713174
615,265.9443513,608.5739444,71.29861506
616,263.1126151,639.8332301,25.1986515
617,356.7050857,760.7109102,-31.64582501
618,388.7195541,613.7053299,107.2894717
619,-53.8115165,936.8682723,-91.05363548
620,229.8496688,829.0518822,178.3984495
621,39.90757435,781.3086745,71.15919617
622,366.1566875,644.6396228,118.1833754
623,247.6812004,617.8946523,46.78232425
624,365.1665436,784.9166855,-12.23366956
625,275.8160567,763.745283,94.83526557
626,114.9700901,621.664339,-140.7352815
627,153.2344843,744.6148619,-58.86261286
628,236.5714767,744.8721606,-19.1075924
629,306.9540145,823.8065795,-138.0929541
630,255.6778698,960.6398599,63.70355382
631,267.7505304,542.0475141,126.5883968
632,214.2557154,830.1174796,-170.8838772
633,362.9970386,680.3506092,-41.54962552
634,264.6068157,792.1541809,-16.95822362
635,254.8422695,763.0709313,32.29345484
636,279.5431082,800.0134138,85.4957063
637,208.4997345,625.6903368,-27.88573708
638,214.9802076,846.9621284,94.08587239
639,298.131523,754.0857788,8.838207601
640,327.6310835,889.1732961,-60.28459844
641,338.0800015,909.244695,23.06027613
642,230.47588,773.6837236,-126.3265172
643,262.3279068,848.9888269,-25.45697994
644,189.3506101,840.3376451,-17.54940045
645,328.6608522,883.8707425,-60.48173601
646,155.5173925,876.6319056,253.2600697
647,272.2138203,633.601482,130.1550186
648,337.8980748,777.8234616,19.98076839
649,262.5709271,611.166846,42.7658768
650,280.0002675,697.8091506,51.69349735
651,222.7220215,701.8662507,62.45658398
652,64.60863509,808.5103708,156.208168
653,182.6396152,726.9838004,92.74504308
654,254.4355781,734.0370679,-198.5698278
655,181.0942432,849.9150537,83.35794228
656,298.5210632,837.9426451,-83.67049906
657,103.597668,777.5961921,-55.42153674
658,56.25074432,824.9169172,98.1320966
659,319.5039939,814.5941108,-186.3170816
660,218.8358739,946.4852356,171.257297
661,284.637962,729.1219472,81.73294966
662,197.8965947,674.803986,33.37134333
663,306.4740685,770.3896227,83.38546406
664,385.7418147,654.962753,114.8490103
665,392.8363765,713.2050516,22.28890947
666,185.2038692,795.0122264,77.40426588
667,207.8079179,699.2644334,-97.98742475
668,267.0140908,727.1903636,81.1932249
669,437.0916658,722.7031314,60.76974462
670,134.7173269,706.6718709,143.9225528
671,135.4230615,640.3527974,17.41426335
672,336.8945899,851.223398,30.64253531
673,183.4232962,887.0078638,-92.33195317
674,315.9156951,845.1613477,-0.054772666
675,191.4986598,844.2734083,61.13752927
676,285.228218,708.4302712,70.6087423
677,199.0020946,767.5218977,171.3146353
678,149.5313997,672.0626674,46.14854327
679,264.6306365,736.5196635,-9.276116325
680,128.7466692,745.4082577,55.66661493
681,295.63028,611.4878268,-55.74219397
682,226.5723415,763.2147483,132.5059431
683,113.8980804,696.9158668,-69.35269806
684,279.9935532,776.5229085,-40.51620245
685,277.8874768,726.4906807,-107.5498132
686,14.78150975,784.6417574,8.285628173
687,244.9093507,819.7790555,64.51849751
688,250.989628,624.6621998,165.3274638
689,259.2674817,718.0388838,-5.738773646
